GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0001503	ossification	0.002367327559609512	0.002367327559609512	+1	EGFR,NF1,NOTCH1,SOX9,HGF,FGFR2,FGFR3,ACVR2A
GO:1903076	regulation of protein localization to plasma membrane	0.002381559568759738	0.002381559568759738	+1	EGFR,PIK3R1,EPHA3,AKT1,AR
GO:0030219	megakaryocyte differentiation	0.002512122153303449	0.002512122153303449	+1	RUNX1,KIT,EP300,CBFB,SIN3A
GO:0010463	mesenchymal cell proliferation	0.0025126901310522443	0.0025126901310522443	+1	SOX9,FGFR2,TGFBR2
GO:0043525	positive regulation of neuron apoptotic process	0.0025126901310522443	0.0025126901310522443	+1	NF1,FBXW7,CTNNB1
GO:1904666	regulation of ubiquitin protein ligase activity	0.0025126901310522443	0.0025126901310522443	+1	PTEN,CDKN2A,RPL5
GO:1905332	positive regulation of morphogenesis of an epithelium	0.0025126901310522443	0.0025126901310522443	+1	GATA3,SOX9,MTOR
GO:2000637	positive regulation of gene silencing by miRNA	0.0025126901310522443	0.0025126901310522443	+1	TP53,EGFR,AJUBA
GO:0031294	lymphocyte costimulation	0.0025329759661640873	0.0025329759661640873	+1	PIK3CA,PIK3R1,AKT1,PTPN11
GO:0120163	negative regulation of cold-induced thermogenesis	0.0025329759661640873	0.0025329759661640873	+1	RB1,NOTCH1,STK11,TLR4
GO:0060993	kidney morphogenesis	0.0025329759661640873	0.0025329759661640873	+1	GATA3,SOX9,WT1,LRRK2
GO:0001823	mesonephros development	0.0025329759661640873	0.0025329759661640873	+1	GATA3,SOX9,WT1,FGFR2
GO:1903708	positive regulation of hemopoiesis	0.002595592315751364	0.002595592315751364	+1	GATA3,RUNX1,TGFBR2,CBFB,ACVR1B,ACVR2A
GO:0072006	nephron development	0.002611158707220957	0.002611158707220957	+1	GATA3,CTNNB1,SOX9,WT1,PDGFRA
GO:0090263	positive regulation of canonical Wnt signaling pathway	0.002611158707220957	0.002611158707220957	+1	EGFR,LRRK2,FGFR2,TBL1XR1,AXIN2
GO:0072080	nephron tubule development	0.0027123648818943203	0.0027123648818943203	+1	GATA3,CTNNB1,SOX9,WT1
GO:0071260	cellular response to mechanical stimulus	0.0027123648818943203	0.0027123648818943203	+1	MAP3K1,MAP2K4,SOX9,TLR4
GO:0008584	male gonad development	0.0027123648818943203	0.0027123648818943203	+1	GATA3,SOX9,WT1,KIT
GO:0060191	regulation of lipase activity	0.0027331305914425766	0.0027331305914425766	+1	EGFR,KIT,PDGFRA,FGFR2,FGFR3
GO:0000086	G2/M transition of mitotic cell cycle	0.002792916436102261	0.002792916436102261	+1	CDKN2A,AJUBA,ATM,CHEK2,CCND1,CDKN1A,PPP2R1A
GO:0000578	embryonic axis specification	0.0028180179042223124	0.0028180179042223124	+1	TBX3,WT1,SMAD2
GO:0048546	digestive tract morphogenesis	0.0028180179042223124	0.0028180179042223124	+1	PDGFRA,FGFR2,SOX17
GO:0110111	negative regulation of animal organ morphogenesis	0.0028180179042223124	0.0028180179042223124	+1	GATA3,NOTCH1,FBXW7
GO:0060148	positive regulation of posttranscriptional gene silencing	0.0028180179042223124	0.0028180179042223124	+1	TP53,EGFR,AJUBA
GO:0043032	positive regulation of macrophage activation	0.0028180179042223124	0.0028180179042223124	+1	CEBPA,TLR4,MIR142
GO:0007064	mitotic sister chromatid cohesion	0.0028180179042223124	0.0028180179042223124	+1	RB1,ATRX,SMC1A
GO:0048806	genitalia development	0.0028180179042223124	0.0028180179042223124	+1	TBX3,WT1,PTPN11
GO:0030513	positive regulation of BMP signaling pathway	0.0028180179042223124	0.0028180179042223124	+1	NOTCH1,SMAD4,SMAD2
GO:2000679	positive regulation of transcription regulatory region DNA binding	0.0028180179042223124	0.0028180179042223124	+1	GATA3,RB1,CTNNB1
GO:0030168	platelet activation	0.0028519692510430373	0.0028519692510430373	+1	PIK3CA,PIK3R1,PIK3CG,TLR4,PDGFRA,PTPN11
GO:0048706	embryonic skeletal system development	0.0028606877747396173	0.0028606877747396173	+1	CTNNB1,PDGFRA,FGFR2,TGFBR2
GO:0060411	cardiac septum morphogenesis	0.0028606877747396173	0.0028606877747396173	+1	NOTCH1,FGFR2,SMAD4,TGFBR2
GO:0046546	development of primary male sexual characteristics	0.0028606877747396173	0.0028606877747396173	+1	GATA3,SOX9,WT1,KIT
GO:0061326	renal tubule development	0.0028606877747396173	0.0028606877747396173	+1	GATA3,CTNNB1,SOX9,WT1
GO:0060729	intestinal epithelial structure maintenance	0.002927603740341138	0.002927603740341138	+1	SOX9,TLR4
GO:0060736	prostate gland growth	0.002927603740341138	0.002927603740341138	+1	SOX9,FGFR2
GO:0010001	glial cell differentiation	0.002927603740341138	0.002927603740341138	+1	PTEN,NF1,NOTCH1,SOX9,MIR142
GO:2001187	positive regulation of CD8-positive, alpha-beta T cell activation	0.002927603740341138	0.002927603740341138	+1	RUNX1,CBFB
GO:2000020	positive regulation of male gonad development	0.002927603740341138	0.002927603740341138	+1	SOX9,WT1
GO:0061419	positive regulation of transcription from RNA polymerase II promoter in response to hypoxia	0.002927603740341138	0.002927603740341138	+1	NOTCH1,NFE2L2
GO:0048853	forebrain morphogenesis	0.002927603740341138	0.002927603740341138	+1	PTEN,NF1
GO:1901723	negative regulation of cell proliferation involved in kidney development	0.002927603740341138	0.002927603740341138	+1	GATA3,WT1
GO:0097305	response to alcohol	0.002927603740341138	0.002927603740341138	+1	CTNNB1,CDH1,BRCA1,TGFBR2,SMAD2
GO:0060512	prostate gland morphogenesis	0.002927603740341138	0.002927603740341138	+1	SOX9,FGFR2
GO:1902498	regulation of protein autoubiquitination	0.002927603740341138	0.002927603740341138	+1	LRRK2,TAF1
GO:0003149	membranous septum morphogenesis	0.002927603740341138	0.002927603740341138	+1	FGFR2,TGFBR2
GO:0003160	endocardium morphogenesis	0.002927603740341138	0.002927603740341138	+1	NOTCH1,SOX17
GO:0071248	cellular response to metal ion	0.002927603740341138	0.002927603740341138	+1	EGFR,CDH1,AKT1,BRAF,CDKN1B,LRRK2
GO:2000377	regulation of reactive oxygen species metabolic process	0.0030084667685434793	0.0030084667685434793	+1	TP53,AKT1,TLR4,BRCA1,TGFBR2,CDKN1A
GO:1903078	positive regulation of protein localization to plasma membrane	0.003028128467112291	0.003028128467112291	+1	EGFR,PIK3R1,EPHA3,AKT1
GO:0000302	response to reactive oxygen species	0.0031222123505357247	0.0031222123505357247	+1	EGFR,NFE2L2,AKT1,HGF,LRRK2,PDGFRA
GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus	0.0031326953176866	0.0031326953176866	+1	STK11,EP300,SMAD4
GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	0.0031326953176866	0.0031326953176866	+1	STK11,EP300,SMAD4
GO:0043009	chordate embryonic development	0.0032250741289787293	0.0032250741289787293	+1	GATA3,CTNNB1,SOX9,BRCA1,PDGFRA,FGFR2,TGFBR2
GO:0051438	regulation of ubiquitin-protein transferase activity	0.0032391198941000066	0.0032391198941000066	+1	PTEN,CDKN2A,FBXW7,RPL5
GO:0010827	regulation of glucose transmembrane transport	0.0032391198941000066	0.0032391198941000066	+1	PIK3R1,AKT1,BRAF,PTPN11
GO:2001020	regulation of response to DNA damage stimulus	0.00342226972318322	0.00342226972318322	+1	EGFR,ATM,BRCA1,POLQ,SETD2,ATR,AXIN2
GO:0043966	histone H3 acetylation	0.0034757110285454176	0.0034757110285454176	+1	BRCA1,SMAD4,BRCA2,SIN3A
GO:0006304	DNA modification	0.0035225359256384012	0.0035225359256384012	+1	DNMT3A,WT1,TET2,ATRX,USP9X
GO:1901032	negative regulation of response to reactive oxygen species	0.003531815014153933	0.003531815014153933	+1	NFE2L2,HGF,LRRK2
GO:0071168	protein localization to chromatin	0.003531815014153933	0.003531815014153933	+1	RB1,SETD2,RAD21
GO:0072210	metanephric nephron development	0.003531815014153933	0.003531815014153933	+1	SOX9,WT1,PDGFRA
GO:2001039	negative regulation of cellular response to drug	0.003531815014153933	0.003531815014153933	+1	NFE2L2,HGF,LRRK2
GO:1903206	negative regulation of hydrogen peroxide-induced cell death	0.003531815014153933	0.003531815014153933	+1	NFE2L2,HGF,LRRK2
GO:0048738	cardiac muscle tissue development	0.0037050969708568725	0.0037050969708568725	+1	NOTCH1,WT1,ERBB4,PDGFRA,FGFR2,SMAD4
GO:1904375	regulation of protein localization to cell periphery	0.003842954373502161	0.003842954373502161	+1	EGFR,PIK3R1,EPHA3,AKT1,AR
GO:0045582	positive regulation of T cell differentiation	0.003951199796969973	0.003951199796969973	+1	GATA3,RUNX1,TGFBR2,CBFB
GO:1902175	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	0.003953277064742466	0.003953277064742466	+1	FBXW7,NFE2L2,AKT1
GO:2000144	positive regulation of DNA-templated transcription, initiation	0.003953277064742466	0.003953277064742466	+1	TP53,CTNNB1,TAF1
GO:0003148	outflow tract septum morphogenesis	0.003953277064742466	0.003953277064742466	+1	FGFR2,SMAD4,TGFBR2
GO:0048483	autonomic nervous system development	0.003953277064742466	0.003953277064742466	+1	NF1,GATA3,CTNNB1
GO:0046326	positive regulation of glucose import	0.003953277064742466	0.003953277064742466	+1	PIK3R1,AKT1,PTPN11
GO:0061647	histone H3-K9 modification	0.003953277064742466	0.003953277064742466	+1	ATRX,BRCA1,SMAD4
GO:0003205	cardiac chamber development	0.0039874043834050655	0.0039874043834050655	+1	GATA3,NOTCH1,FGFR2,SMAD4,TGFBR2
GO:0045580	regulation of T cell differentiation	0.0039874043834050655	0.0039874043834050655	+1	CDKN2A,GATA3,RUNX1,TGFBR2,CBFB
GO:0071599	otic vesicle development	0.0041224025868931615	0.0041224025868931615	+1	SOX9,FGFR2
GO:0048715	negative regulation of oligodendrocyte differentiation	0.0041224025868931615	0.0041224025868931615	+1	NF1,NOTCH1
GO:2000739	regulation of mesenchymal stem cell differentiation	0.0041224025868931615	0.0041224025868931615	+1	SOX9,PDGFRA
GO:0030539	male genitalia development	0.0041224025868931615	0.0041224025868931615	+1	TBX3,WT1
GO:0009612	response to mechanical stimulus	0.0041224025868931615	0.0041224025868931615	+1	MAP3K1,MAP2K4,SOX9,TLR4,KIT
GO:0090394	negative regulation of excitatory postsynaptic potential	0.0041224025868931615	0.0041224025868931615	+1	PTEN,LRRK2
GO:0060956	endocardial cell differentiation	0.0041224025868931615	0.0041224025868931615	+1	NOTCH1,SOX17
GO:0048755	branching morphogenesis of a nerve	0.0041224025868931615	0.0041224025868931615	+1	LRRK2,FGFR2
GO:2000018	regulation of male gonad development	0.0041224025868931615	0.0041224025868931615	+1	SOX9,WT1
GO:0043376	regulation of CD8-positive, alpha-beta T cell differentiation	0.0041224025868931615	0.0041224025868931615	+1	RUNX1,CBFB
GO:1905941	positive regulation of gonad development	0.0041224025868931615	0.0041224025868931615	+1	SOX9,WT1
GO:1905634	regulation of protein localization to chromatin	0.0041224025868931615	0.0041224025868931615	+1	RB1,SETD2
GO:0045445	myoblast differentiation	0.0041224025868931615	0.0041224025868931615	+1	RB1,NOTCH1,TBX3,SOX9
GO:1905323	telomerase holoenzyme complex assembly	0.0041224025868931615	0.0041224025868931615	+1	ATM,ATR
GO:1905178	regulation of cardiac muscle tissue regeneration	0.0041224025868931615	0.0041224025868931615	+1	CDKN1B,CDKN1A
GO:0003348	cardiac endothelial cell differentiation	0.0041224025868931615	0.0041224025868931615	+1	NOTCH1,SOX17
GO:0050679	positive regulation of epithelial cell proliferation	0.0041512085793792034	0.0041512085793792034	+1	EGFR,NRAS,AKT1,SOX9,FGFR2,EGR3
GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	0.004286946820698573	0.004286946820698573	+1	STK11,EP300,SMAD4,TGFBR2,SMAD2
GO:1902036	regulation of hematopoietic stem cell differentiation	0.004336822623699663	0.004336822623699663	+1	GATA3,RUNX1,CBFB
GO:0010332	response to gamma radiation	0.004336822623699663	0.004336822623699663	+1	TP53,ATM,ATR
GO:0090169	regulation of spindle assembly	0.004336822623699663	0.004336822623699663	+1	STAG2,SMC1A,SMC3
GO:1904377	positive regulation of protein localization to cell periphery	0.004361920073266194	0.004361920073266194	+1	EGFR,PIK3R1,EPHA3,AKT1
GO:0090307	mitotic spindle assembly	0.004361920073266194	0.004361920073266194	+1	STAG2,CHEK2,SMC1A,SMC3
GO:0051225	spindle assembly	0.004447054703557899	0.004447054703557899	+1	STAG2,CHEK2,SMC1A,SMC3,NCOR1
GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	0.004447054703557899	0.004447054703557899	+1	STK11,EP300,SMAD4,TGFBR2,SMAD2
GO:1905475	regulation of protein localization to membrane	0.00455725567525506	0.00455725567525506	+1	TP53,EGFR,PIK3R1,EPHA3,AKT1,AR
GO:0061136	regulation of proteasomal protein catabolic process	0.00455725567525506	0.00455725567525506	+1	FBXW7,KEAP1,NFE2L2,CEBPA,LRRK2,TAF1
GO:0070661	leukocyte proliferation	0.004605406532779171	0.004605406532779171	+1	CDKN2A,FLT3,PIK3CG,ATM,KIT,TGFBR2,MAPK8IP1
GO:0009792	embryo development ending in birth or egg hatching	0.004605406532779171	0.004605406532779171	+1	GATA3,CTNNB1,SOX9,BRCA1,PDGFRA,FGFR2,TGFBR2
GO:0018107	peptidyl-threonine phosphorylation	0.004611062706210597	0.004611062706210597	+1	AKT1,LRRK2,TGFBR2,TAF1,ACVR1B
GO:0055024	regulation of cardiac muscle tissue development	0.004611062706210597	0.004611062706210597	+1	NOTCH1,ERBB4,FGFR2,SMAD4
GO:0031214	biomineral tissue development	0.004611062706210597	0.004611062706210597	+1	NOTCH1,SOX9,FGFR2,FGFR3,ACVR2A
GO:0060045	positive regulation of cardiac muscle cell proliferation	0.004783629513626877	0.004783629513626877	+1	NOTCH1,ERBB4,FGFR2
GO:0048645	animal organ formation	0.004783629513626877	0.004783629513626877	+1	WT1,FGFR2,SOX17
GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	0.0048052083070783	0.0048052083070783	+1	KEAP1,NFE2L2,CEBPA,LRRK2,TAF1
GO:0072593	reactive oxygen species metabolic process	0.004815007647344183	0.004815007647344183	+1	TP53,AKT1,TLR4,BRCA1,LRRK2,TGFBR2,CDKN1A
GO:0034329	cell junction assembly	0.004815007647344183	0.004815007647344183	+1	PTEN,APC,CTNNB1,CDH1,RUNX1,EPHA3,CBFB
GO:0030217	T cell differentiation	0.004815007647344183	0.004815007647344183	+1	CDKN2A,GATA3,RUNX1,KIT,TGFBR2,CBFB
GO:0060419	heart growth	0.004859128094324421	0.004859128094324421	+1	NOTCH1,WT1,ERBB4,FGFR2
GO:0031099	regeneration	0.004859128094324421	0.004859128094324421	+1	EPPK1,CDKN1B,ERBB4,CDKN1A
GO:0045815	positive regulation of gene expression, epigenetic	0.004859128094324421	0.004859128094324421	+1	ARID1A,HIST1H1C,EP300,SF3B1
GO:1905477	positive regulation of protein localization to membrane	0.005199127496410346	0.005199127496410346	+1	TP53,EGFR,PIK3R1,EPHA3,AKT1
GO:0009408	response to heat	0.005199127496410346	0.005199127496410346	+1	AKT1,ATM,MTOR,EP300,ATR
GO:2001024	negative regulation of response to drug	0.00525861798444844	0.00525861798444844	+1	NFE2L2,HGF,LRRK2
GO:0003203	endocardial cushion morphogenesis	0.00525861798444844	0.00525861798444844	+1	NOTCH1,SOX9,TGFBR2
GO:1903205	regulation of hydrogen peroxide-induced cell death	0.00525861798444844	0.00525861798444844	+1	NFE2L2,HGF,LRRK2
GO:0070199	establishment of protein localization to chromosome	0.00525861798444844	0.00525861798444844	+1	ATM,BRCA2,ATR
GO:0010821	regulation of mitochondrion organization	0.005265530559116862	0.005265530559116862	+1	TP53,FBXW7,BAP1,AKT1,HGF,LRRK2
GO:0008340	determination of adult lifespan	0.005406275407812781	0.005406275407812781	+1	TP53,LRRK2
GO:0035148	tube formation	0.005406275407812781	0.005406275407812781	+1	GATA3,NOTCH1,SOX9,FGFR2
GO:0043970	histone H3-K9 acetylation	0.005406275407812781	0.005406275407812781	+1	BRCA1,SMAD4
GO:1902969	mitotic DNA replication	0.005406275407812781	0.005406275407812781	+1	CHEK2,BRCA2
GO:0062043	positive regulation of cardiac epithelial to mesenchymal transition	0.005406275407812781	0.005406275407812781	+1	NOTCH1,TGFBR2
GO:0071481	cellular response to X-ray	0.005406275407812781	0.005406275407812781	+1	GATA3,ATM
GO:2000615	regulation of histone H3-K9 acetylation	0.005406275407812781	0.005406275407812781	+1	BRCA1,SMAD4
GO:1903689	regulation of wound healing, spreading of epidermal cells	0.005406275407812781	0.005406275407812781	+1	PTEN,MTOR
GO:0071371	cellular response to gonadotropin stimulus	0.005406275407812781	0.005406275407812781	+1	NOTCH1,WT1
GO:0060602	branch elongation of an epithelium	0.005406275407812781	0.005406275407812781	+1	SOX9,FGFR2
GO:0035270	endocrine system development	0.005406275407812781	0.005406275407812781	+1	NF1,AKT1,WT1,FOXA2
GO:0002327	immature B cell differentiation	0.005406275407812781	0.005406275407812781	+1	ATM,KIT
GO:0007435	salivary gland morphogenesis	0.005406275407812781	0.005406275407812781	+1	HGF,FGFR2
GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	0.00570232719401277	0.00570232719401277	+1	FLT3,ERBB4,KIT,FGFR3
GO:1904888	cranial skeletal system development	0.00570232719401277	0.00570232719401277	+1	PDGFRA,FGFR2,TGFBR2
GO:0071364	cellular response to epidermal growth factor stimulus	0.00570232719401277	0.00570232719401277	+1	EGFR,SOX9,PTPN11
GO:0090505	epiboly involved in wound healing	0.00570232719401277	0.00570232719401277	+1	PTEN,ARHGAP35,MTOR
GO:0010719	negative regulation of epithelial to mesenchymal transition	0.00570232719401277	0.00570232719401277	+1	PTEN,FOXA1,FOXA2
GO:0090184	positive regulation of kidney development	0.00570232719401277	0.00570232719401277	+1	GATA3,SOX9,WT1
GO:0031062	positive regulation of histone methylation	0.00570232719401277	0.00570232719401277	+1	CTNNB1,BRCA1,SMAD4
GO:0045621	positive regulation of lymphocyte differentiation	0.00570232719401277	0.00570232719401277	+1	GATA3,RUNX1,TGFBR2,CBFB
GO:0009948	anterior/posterior axis specification	0.00570232719401277	0.00570232719401277	+1	TBX3,WT1,FOXA2
GO:0044319	wound healing, spreading of cells	0.00570232719401277	0.00570232719401277	+1	PTEN,ARHGAP35,MTOR
GO:0032479	regulation of type I interferon production	0.005726476457647889	0.005726476457647889	+1	CTNNB1,TLR4,SETD2,EP300,PTPN11
GO:0032606	type I interferon production	0.005726476457647889	0.005726476457647889	+1	CTNNB1,TLR4,SETD2,EP300,PTPN11
GO:0031334	positive regulation of protein complex assembly	0.005761682616791363	0.005761682616791363	+1	TP53,NAV3,AJUBA,ATM,TLR4,ATR,ERCC2
GO:0060537	muscle tissue development	0.005901984466297662	0.005901984466297662	+1	NF1,NOTCH1,WT1,ERBB4,PDGFRA,FGFR2,SMAD4
GO:0006289	nucleotide-excision repair	0.00593839961990732	0.00593839961990732	+1	TP53,CRIPAK,EP300,BRCA2,ERCC2
GO:0090398	cellular senescence	0.005958296795635721	0.005958296795635721	+1	TP53,CDKN2A,TBX3,CDKN1A
GO:0018210	peptidyl-threonine modification	0.0061618943640033095	0.0061618943640033095	+1	AKT1,LRRK2,TGFBR2,TAF1,ACVR1B
GO:0060348	bone development	0.0061618943640033095	0.0061618943640033095	+1	FBXW7,SOX9,KIT,FGFR2,FGFR3
GO:0008286	insulin receptor signaling pathway	0.0061618943640033095	0.0061618943640033095	+1	PIK3CA,APC,PIK3R1,AKT1,PTPN11
GO:0031669	cellular response to nutrient levels	0.006177453271151347	0.006177453271151347	+1	TP53,MTOR,LRRK2,FOXA2,CDKN1A,TAF1
GO:0035019	somatic stem cell population maintenance	0.006206780733705433	0.006206780733705433	+1	SOX9,SMAD4,SMAD2
GO:2001038	regulation of cellular response to drug	0.006206780733705433	0.006206780733705433	+1	NFE2L2,HGF,LRRK2
GO:0045746	negative regulation of Notch signaling pathway	0.006206780733705433	0.006206780733705433	+1	EGFR,FBXW7,AKT1
GO:0090504	epiboly	0.006206780733705433	0.006206780733705433	+1	PTEN,ARHGAP35,MTOR
GO:0032526	response to retinoic acid	0.006246197624939003	0.006246197624939003	+1	EPHA3,SOX9,ATM,ASXL1
GO:0033047	regulation of mitotic sister chromatid segregation	0.006246197624939003	0.006246197624939003	+1	APC,RB1,ATM,ATRX
GO:0048640	negative regulation of developmental growth	0.006246197624939003	0.006246197624939003	+1	PTEN,CDKN1B,FGFR3,CDKN1A
GO:0007423	sensory organ development	0.006298970901079297	0.006298970901079297	+1	NF1,GATA3,SOX9,WT1,PDGFRA,FGFR2,PTPN11
GO:0030177	positive regulation of Wnt signaling pathway	0.006351692352029052	0.006351692352029052	+1	EGFR,LRRK2,FGFR2,TBL1XR1,AXIN2
GO:0008637	apoptotic mitochondrial changes	0.006351692352029052	0.006351692352029052	+1	TP53,CDKN2A,AKT1,HGF,ERBB4
GO:0051236	establishment of RNA localization	0.006508691652535844	0.006508691652535844	+1	NPM1,ATM,U2AF1,SETD2,TGFBR2,ATR
GO:0072009	nephron epithelium development	0.006575498590004399	0.006575498590004399	+1	GATA3,CTNNB1,SOX9,WT1
GO:0031397	negative regulation of protein ubiquitination	0.006575498590004399	0.006575498590004399	+1	CDKN2A,AKT1,TAF1,RPL5
GO:0010259	multicellular organism aging	0.006701530871790451	0.006701530871790451	+1	TP53,LRRK2
GO:2000826	regulation of heart morphogenesis	0.006701530871790451	0.006701530871790451	+1	NOTCH1,CTNNB1,TGFBR2
GO:0007431	salivary gland development	0.006701530871790451	0.006701530871790451	+1	HGF,FGFR2
GO:0034698	response to gonadotropin	0.006701530871790451	0.006701530871790451	+1	NOTCH1,WT1
GO:2000049	positive regulation of cell-cell adhesion mediated by cadherin	0.006701530871790451	0.006701530871790451	+1	FOXA1,FOXA2
GO:0055023	positive regulation of cardiac muscle tissue growth	0.006701530871790451	0.006701530871790451	+1	NOTCH1,ERBB4,FGFR2
GO:0060644	mammary gland epithelial cell differentiation	0.006701530871790451	0.006701530871790451	+1	AKT1,ERBB4
GO:0033599	regulation of mammary gland epithelial cell proliferation	0.006701530871790451	0.006701530871790451	+1	GATA3,BRCA2
GO:1903025	regulation of RNA polymerase II regulatory region sequence-specific DNA binding	0.006701530871790451	0.006701530871790451	+1	TAF1,NSD1
GO:0090400	stress-induced premature senescence	0.006701530871790451	0.006701530871790451	+1	TP53,CDKN1A
GO:0003157	endocardium development	0.006701530871790451	0.006701530871790451	+1	NOTCH1,SOX17
GO:0072497	mesenchymal stem cell differentiation	0.006701530871790451	0.006701530871790451	+1	SOX9,PDGFRA
GO:1901722	regulation of cell proliferation involved in kidney development	0.006701530871790451	0.006701530871790451	+1	GATA3,WT1
GO:0140052	cellular response to oxidised low-density lipoprotein particle stimulus	0.006701530871790451	0.006701530871790451	+1	AKT1,TLR4
GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	0.006701530871790451	0.006701530871790451	+1	PIK3CA,PIK3CG
GO:0043374	CD8-positive, alpha-beta T cell differentiation	0.006701530871790451	0.006701530871790451	+1	RUNX1,CBFB
GO:0072239	metanephric glomerulus vasculature development	0.006701530871790451	0.006701530871790451	+1	WT1,PDGFRA
GO:0062042	regulation of cardiac epithelial to mesenchymal transition	0.006701530871790451	0.006701530871790451	+1	NOTCH1,TGFBR2
GO:0071493	cellular response to UV-B	0.006701530871790451	0.006701530871790451	+1	STK11,CDKN1A
GO:1904837	beta-catenin-TCF complex assembly	0.006701530871790451	0.006701530871790451	+1	CTNNB1,EP300,AXIN2
GO:0016573	histone acetylation	0.006701530871790451	0.006701530871790451	+1	BRCA1,EP300,SMAD4,BRCA2,SIN3A
GO:0032071	regulation of endodeoxyribonuclease activity	0.006701530871790451	0.006701530871790451	+1	NPM1,AKT1
GO:0006975	DNA damage induced protein phosphorylation	0.006701530871790451	0.006701530871790451	+1	ATM,CHEK2
GO:0071542	dopaminergic neuron differentiation	0.006701530871790451	0.006701530871790451	+1	CTNNB1,FOXA1,FOXA2
GO:0061351	neural precursor cell proliferation	0.006751103873321859	0.006751103873321859	+1	NF1,CTNNB1,LRRK2,FGFR2
GO:0043583	ear development	0.006751103873321859	0.006751103873321859	+1	GATA3,SOX9,FGFR2,PTPN11
GO:1901214	regulation of neuron death	0.006916027188146578	0.006916027188146578	+1	NF1,FBXW7,CTNNB1,AKT1,TLR4,LRRK2
GO:0048660	regulation of smooth muscle cell proliferation	0.006916027188146578	0.006916027188146578	+1	PTEN,CTNNB1,AKT1,CDKN1B,CDKN1A
GO:0097191	extrinsic apoptotic signaling pathway	0.0071016056889529776	0.0071016056889529776	+1	PTEN,AKT1,AR,BRCA1,FGFR3,ACVR1B
GO:1903747	regulation of establishment of protein localization to mitochondrion	0.0071016056889529776	0.0071016056889529776	+1	TP53,FBXW7,BAP1,LRRK2
GO:2000142	regulation of DNA-templated transcription, initiation	0.00711584651765224	0.00711584651765224	+1	TP53,CTNNB1,TAF1
GO:0036474	cell death in response to hydrogen peroxide	0.00711584651765224	0.00711584651765224	+1	NFE2L2,HGF,LRRK2
GO:0033144	negative regulation of intracellular steroid hormone receptor signaling pathway	0.00711584651765224	0.00711584651765224	+1	CRIPAK,BRCA1,NCOR1
GO:0060675	ureteric bud morphogenesis	0.00711584651765224	0.00711584651765224	+1	GATA3,SOX9,WT1
GO:0060218	hematopoietic stem cell differentiation	0.00711584651765224	0.00711584651765224	+1	GATA3,RUNX1,CBFB
GO:1902893	regulation of pri-miRNA transcription by RNA polymerase II	0.00711584651765224	0.00711584651765224	+1	TP53,SOX9,WT1
GO:0048708	astrocyte differentiation	0.00711584651765224	0.00711584651765224	+1	NF1,NOTCH1,MIR142
GO:0070849	response to epidermal growth factor	0.00711584651765224	0.00711584651765224	+1	EGFR,SOX9,PTPN11
GO:0045685	regulation of glial cell differentiation	0.00711584651765224	0.00711584651765224	+1	NF1,NOTCH1,MIR142
GO:1902116	negative regulation of organelle assembly	0.00711584651765224	0.00711584651765224	+1	BRCA1,LRRK2,SMAD4
GO:0070741	response to interleukin-6	0.00711584651765224	0.00711584651765224	+1	SMAD4,FOXA2,PTPN11
GO:1903322	positive regulation of protein modification by small protein conjugation or removal	0.007328416874434906	0.007328416874434906	+1	PTEN,CDKN2A,FBXW7,BRCA1,LRRK2
GO:0051494	negative regulation of cytoskeleton organization	0.007328416874434906	0.007328416874434906	+1	APC,NAV3,NPM1,BRCA1,SMAD4
GO:0048659	smooth muscle cell proliferation	0.007328416874434906	0.007328416874434906	+1	PTEN,CTNNB1,AKT1,CDKN1B,CDKN1A
GO:0018393	internal peptidyl-lysine acetylation	0.007328416874434906	0.007328416874434906	+1	BRCA1,EP300,SMAD4,BRCA2,SIN3A
GO:1904659	glucose transmembrane transport	0.007369645731565643	0.007369645731565643	+1	PIK3R1,AKT1,BRAF,PTPN11
GO:0006282	regulation of DNA repair	0.007605842742281657	0.007605842742281657	+1	EGFR,BRCA1,POLQ,SETD2,AXIN2
GO:0031648	protein destabilization	0.0077323194774681385	0.0077323194774681385	+1	CDKN2A,EP300,SOX17
GO:0046634	regulation of alpha-beta T cell activation	0.00774614458474273	0.00774614458474273	+1	RUNX1,TGFBR2,CBFB,MAPK8IP1
GO:0007368	determination of left/right symmetry	0.00774614458474273	0.00774614458474273	+1	NOTCH1,TGFBR2,SOX17,SMAD2
GO:0006302	double-strand break repair	0.007821093001310215	0.007821093001310215	+1	ATM,BRCA1,POLQ,CHEK2,SETD2,BRCA2,RAD21
GO:0007162	negative regulation of cell adhesion	0.008003303596451699	0.008003303596451699	+1	PTEN,CDKN2A,NOTCH1,CDH1,RUNX1,AKT1,CBFB
GO:2001234	negative regulation of apoptotic signaling pathway	0.008050383299312005	0.008050383299312005	+1	NFE2L2,AKT1,AR,HGF,BRCA1,LRRK2
