GO.ID	Description	p.Val	FDR	Phenotype	Genes
REGULATION OF CELL CYCLE ARREST%GOBP%GO:0071156	regulation of cell cycle arrest	0.000021215530075975653	0.000021215530075975653	+1	TP53,ATM,CDKN1B,BRCA1,CHEK2,EP300,CCND1,CDKN1A
SIGNAL TRANSDUCTION INVOLVED IN CELL CYCLE CHECKPOINT%GOBP%GO:0072395	signal transduction involved in cell cycle checkpoint	0.000021285896308450034	0.000021285896308450034	+1	TP53,ATM,CDKN1B,BRCA1,CHEK2,EP300,CDKN1A
ATM SIGNALING NETWORK IN DEVELOPMENT AND DISEASE %WIKIPATHWAYS_20190610%WP3878%HOMO SAPIENS	http://www.wikipathways.org/instance/WP3878_r89745	0.000023460511912282304	0.000023460511912282304	+1	STK11,ATM,MTOR,CHEK2,ATR,SMC1A
HEART VALVE MORPHOGENESIS%GOBP%GO:0003179	heart valve morphogenesis	0.000023460511912282304	0.000023460511912282304	+1	GATA3,RB1,NOTCH1,SOX9,SMAD4,TGFBR2
INSULIN RECEPTOR SIGNALLING CASCADE%REACTOME DATABASE ID RELEASE 69%74751	Insulin receptor signalling cascade	0.000023460511912282304	0.000023460511912282304	+1	PIK3CA,KRAS,PIK3R1,FLT3,NRAS,PTPN11
MITOTIC CELL CYCLE CHECKPOINT%GOBP%GO:0007093	mitotic cell cycle checkpoint	0.000023743574231690094	0.000023743574231690094	+1	TP53,APC,RB1,ATM,CDKN1B,CHEK2,EP300,CCND1,CDKN1A
FGF SIGNALING PATHWAY%PANTHER PATHWAY%P00021	FGF signaling pathway	0.0000240932462944134	0.0000240932462944134	+1	PIK3CA,NRAS,MAP2K4,AKT1,PIK3CG,FGFR2,FGFR3,PPP2R1A
BIOCARTA_BAD_PATHWAY%MSIGDB_C2%BIOCARTA_BAD_PATHWAY	BIOCARTA_BAD_PATHWAY	0.000024701642878515172	0.000024701642878515172	+1	PIK3CA,PIK3R1,AKT1,PIK3CG,KIT
DIRECT P53 EFFECTORS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%DIRECT P53 EFFECTORS	Direct p53 effectors	0.000024941106073827365	0.000024941106073827365	+1	TP53,PTEN,APC,EGFR,RB1,HGF,FOXA1,EP300,CDKN1A
PID_DELTA_NP63_PATHWAY%MSIGDB_C2%PID_DELTA_NP63_PATHWAY	PID_DELTA_NP63_PATHWAY	0.000025832878338609438	0.000025832878338609438	+1	CDKN2A,NOTCH1,FBXW7,RUNX1,ATM,BRCA2
SIGNALING BY ERBB2%REACTOME DATABASE ID RELEASE 69%1227986	Signaling by ERBB2	0.000025832878338609438	0.000025832878338609438	+1	PIK3CA,KRAS,EGFR,PIK3R1,NRAS,AKT1
VALIDATED TRANSCRIPTIONAL TARGETS OF DELTANP63 ISOFORMS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF DELTANP63 ISOFORMS	Validated transcriptional targets of deltaNp63 isoforms	0.000025832878338609438	0.000025832878338609438	+1	CDKN2A,NOTCH1,FBXW7,RUNX1,ATM,BRCA2
REGULATION OF DNA-DEPENDENT DNA REPLICATION%GOBP%GO:0090329	regulation of DNA-dependent DNA replication	0.000025832878338609438	0.000025832878338609438	+1	FBXW7,STAG2,ATRX,CHEK2,SMC1A,SMC3
NOTCH-MEDIATED HES HEY NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NOTCH-MEDIATED HES HEY NETWORK	Notch-mediated HES HEY network	0.000025832878338609438	0.000025832878338609438	+1	RB1,NOTCH1,AR,CDKN1B,EP300,NCOR1
REGULATION OF OXIDATIVE STRESS-INDUCED CELL DEATH%GOBP%GO:1903201	regulation of oxidative stress-induced cell death	0.000025832878338609438	0.000025832878338609438	+1	FBXW7,NFE2L2,AKT1,HGF,TLR4,LRRK2
MESENCHYME DEVELOPMENT%GOBP%GO:0060485	mesenchyme development	0.00002721736310161493	0.00002721736310161493	+1	NOTCH1,CTNNB1,SOX9,WT1,HGF,ERBB4,FGFR2,TGFBR2,SMAD2
REPRODUCTION%REACTOME DATABASE ID RELEASE 69%1474165	Reproduction	0.00002721736310161493	0.00002721736310161493	+1	STAG2,ATM,BRCA1,BRCA2,ATR,HIST1H2BD,SMC1A,SMC3,RAD21
POSITIVE REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0051091	positive regulation of DNA-binding transcription factor activity	0.00002721736310161493	0.00002721736310161493	+1	PTEN,CTNNB1,NPM1,AKT1,AR,TLR4,ARID5B,FOXA1,KIT,EP300,TAF1
REGULATION OF CENTROMERIC SISTER CHROMATID COHESION%GOBP%GO:0070602	regulation of centromeric sister chromatid cohesion	0.000028570324495797677	0.000028570324495797677	+1	CTNNB1,CTCF,AXIN2
RAS SIGNALING DOWNSTREAM OF NF1 LOSS-OF-FUNCTION VARIANTS%REACTOME DATABASE ID RELEASE 69%6802953	RAS signaling downstream of NF1 loss-of-function variants	0.000028570324495797677	0.000028570324495797677	+1	KRAS,NF1,NRAS
SIGNALING BY EGFR%REACTOME%R-HSA-177929.1	Signaling by EGFR	0.000028660245280948865	0.000028660245280948865	+1	PIK3CA,KRAS,EGFR,PIK3R1,NRAS,PTPN11
PID_HES_HEY_PATHWAY%MSIGDB_C2%PID_HES_HEY_PATHWAY	PID_HES_HEY_PATHWAY	0.000028660245280948865	0.000028660245280948865	+1	RB1,NOTCH1,AR,CDKN1B,EP300,NCOR1
BIOCARTA_EDG1_PATHWAY%MSIGDB_C2%BIOCARTA_EDG1_PATHWAY	BIOCARTA_EDG1_PATHWAY	0.000028660245280948865	0.000028660245280948865	+1	PIK3CA,PIK3R1,AKT1,PIK3CG,PDGFRA
SIGNALING BY NOTCH%REACTOME DATABASE ID RELEASE 69%157118	Signaling by NOTCH	0.000030115133937886405	0.000030115133937886405	+1	TP53,EGFR,NOTCH1,RUNX1,AKT1,ELF3,EP300,CCND1,HIST1H2BD,TBL1XR1,NCOR1
PRIMARY FOCAL SEGMENTAL GLOMERULOSCLEROSIS FSGS%WIKIPATHWAYS_20190610%WP2572%HOMO SAPIENS	http://www.wikipathways.org/instance/WP2572_r97626	0.000031171062090482634	0.000031171062090482634	+1	NOTCH1,CTNNB1,AKT1,CDKN1B,WT1,TLR4,CDKN1A
POSITIVE REGULATION OF CELL CYCLE ARREST%GOBP%GO:0071158	positive regulation of cell cycle arrest	0.000031171062090482634	0.000031171062090482634	+1	TP53,ATM,CDKN1B,BRCA1,CHEK2,EP300,CDKN1A
NOTCH%NETPATH%NOTCH	Notch	0.000031171062090482634	0.000031171062090482634	+1	PIK3R1,NOTCH1,FBXW7,AKT1,EP300,SIN3A,NCOR1
POSITIVE REGULATION OF DNA METABOLIC PROCESS%GOBP%GO:0051054	positive regulation of DNA metabolic process	0.000031737580010845645	0.000031737580010845645	+1	EGFR,AKT1,ATM,WT1,HGF,ATRX,BRCA1,USP9X,ATR,ERCC2
PID_PI3KCI_PATHWAY%MSIGDB_C2%PID_PI3KCI_PATHWAY	PID_PI3KCI_PATHWAY	0.000031737580010845645	0.000031737580010845645	+1	PIK3CA,PTEN,KRAS,PIK3R1,NRAS,PIK3CG
POSITIVE REGULATION OF UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process	0.0000335314375412692	0.0000335314375412692	+1	PTEN,FBXW7,KEAP1,NFE2L2,CEBPA,LRRK2,TAF1
MEIOTIC SYNAPSIS%REACTOME DATABASE ID RELEASE 69%1221632	Meiotic synapsis	0.0000335314375412692	0.0000335314375412692	+1	STAG2,BRCA1,ATR,HIST1H2BD,SMC1A,SMC3,RAD21
SIGNALING BY FGFR%REACTOME%R-HSA-190236.2	Signaling by FGFR	0.0000335314375412692	0.0000335314375412692	+1	PIK3CA,KRAS,PIK3R1,NRAS,BRAF,PPP2R1A,PTPN11
ERK1 ERK2 PATHWAY%REACTOME DATABASE ID RELEASE 69%5684996	ERK1 ERK2 pathway	0.00003433453427114025	0.00003433453427114025	+1	KRAS,EGFR,NF1,FLT3,NRAS,BRAF,HGF,KIT,PDGFRA,PPP2R1A,PTPN11
POSITIVE REGULATION OF CHROMOSOME ORGANIZATION%GOBP%GO:2001252	positive regulation of chromosome organization	0.00003433453427114025	0.00003433453427114025	+1	RB1,CTNNB1,ATM,ATRX,BRCA1,SMAD4,ATR,SIN3A,RAD21
TRANSCRIPTIONAL REGULATION BY RUNX1%REACTOME DATABASE ID RELEASE 69%8878171	Transcriptional regulation by RUNX1	0.00003433453427114025	0.00003433453427114025	+1	ARID1A,PBRM1,GATA3,RUNX1,EP300,CCND1,CBFB,SIN3A,HIST1H2BD,PTPN11,LIFR
SIGNALING BY ACTIVIN%REACTOME%R-HSA-1502540.2	Signaling by Activin	0.000035012513295131554	0.000035012513295131554	+1	SMAD4,ACVR1B,ACVR2A,SMAD2
SIGNALING BY PDGF%REACTOME%R-HSA-186797.3	Signaling by PDGF	0.000035012513295131554	0.000035012513295131554	+1	PIK3CA,KRAS,PIK3R1,NRAS,PDGFRA,PTPN11
NOTCH%IOB%NOTCH	Notch	0.000035813885314645525	0.000035813885314645525	+1	PIK3R1,NOTCH1,FBXW7,EP300,SMAD4,SIN3A,NCOR1
REGULATION OF DEVELOPMENTAL GROWTH%GOBP%GO:0048638	regulation of developmental growth	0.000035813885314645525	0.000035813885314645525	+1	PTEN,NOTCH1,CDKN1B,WT1,ERBB4,FGFR2,FGFR3,CDKN1A,SIN3A
REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050730	regulation of peptidyl-tyrosine phosphorylation	0.0000370394399604947	0.0000370394399604947	+1	TP53,EGFR,FBXW7,FLT3,HGF,ERBB4,KIT,FGFR3,PPP2R1A,PTPN11
HEART VALVE DEVELOPMENT%GOBP%GO:0003170	heart valve development	0.000038754438860232736	0.000038754438860232736	+1	GATA3,RB1,NOTCH1,SOX9,SMAD4,TGFBR2
SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)	Signaling events mediated by Stem cell factor receptor (c-Kit)	0.000038754438860232736	0.000038754438860232736	+1	PIK3CA,PTEN,PIK3R1,AKT1,KIT,PTPN11
PID_BARD1_PATHWAY%MSIGDB_C2%PID_BARD1_PATHWAY	PID_BARD1_PATHWAY	0.000038862150638575454	0.000038862150638575454	+1	TP53,NPM1,ATM,BRCA1,ATR
EMBRYONIC PATTERN SPECIFICATION%GOBP%GO:0009880	embryonic pattern specification	0.000038862150638575454	0.000038862150638575454	+1	TBX3,WT1,ERBB4,FGFR2,SMAD2
MAPK CASCADE%WIKIPATHWAYS_20190610%WP422%HOMO SAPIENS	http://www.wikipathways.org/instance/WP422_r95146	0.000038862150638575454	0.000038862150638575454	+1	KRAS,MAP3K1,NRAS,MAP2K4,BRAF
DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE%REACTOME%R-HSA-2559586.3	DNA Damage Telomere Stress Induced Senescence	0.000041486796716917987	0.000041486796716917987	+1	TP53,RB1,ATM,CDKN1B,HIST1H1C,CDKN1A,HIST1H2BD
INTERLEUKIN SIGNALING PATHWAY%PANTHER PATHWAY%P00036	Interleukin signaling pathway	0.000041486796716917987	0.000041486796716917987	+1	PIK3CA,NRAS,AKT1,BRAF,CDKN1B,MTOR,CDKN1A
DNA-TEMPLATED TRANSCRIPTION, INITIATION%GOBP%GO:0006352	DNA-templated transcription, initiation	0.00004155013343664493	0.00004155013343664493	+1	TP53,PTEN,NOTCH1,AR,SOX9,CCND1,CDKN1A,TAF1,CBFB,ERCC2
WNT SIGNALING PATHWAY%WIKIPATHWAYS_20190610%WP363%HOMO SAPIENS	http://www.wikipathways.org/instance/WP363_r97637	0.000042492828326396087	0.000042492828326396087	+1	APC,CTNNB1,AKT1,MTOR,CCND1,AXIN2
PID_KIT_PATHWAY%MSIGDB_C2%PID_KIT_PATHWAY	PID_KIT_PATHWAY	0.000042492828326396087	0.000042492828326396087	+1	PIK3CA,PTEN,PIK3R1,AKT1,KIT,PTPN11
UROGENITAL SYSTEM DEVELOPMENT%GOBP%GO:0001655	urogenital system development	0.000042990411720007845	0.000042990411720007845	+1	NF1,GATA3,AR,SOX9,WT1,LRRK2,PDGFRA,FGFR2,SOX17
DNA IR-DAMAGE AND CELLULAR RESPONSE VIA ATR%WIKIPATHWAYS_20190610%WP4016%HOMO SAPIENS	http://www.wikipathways.org/instance/WP4016_r101923	0.0000444513084205342	0.0000444513084205342	+1	TP53,ATM,BRCA1,CHEK2,BRCA2,ATR,SMC1A
REGULATION OF MICROTUBULE CYTOSKELETON ORGANIZATION%GOBP%GO:0070507	regulation of microtubule cytoskeleton organization	0.00004509478575828854	0.00004509478575828854	+1	APC,NAV3,CTNNB1,NPM1,EPHA3,STAG2,BRCA1,SMC1A,SMC3
CELL DIVISION%REACTOME%R-HSA-68884.2	cell division	0.00004627932274975529	0.00004627932274975529	+1	STAG2,SMC1A,SMC3,RAD21
POSITIVE REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022409	positive regulation of cell-cell adhesion	0.000046658295555516136	0.000046658295555516136	+1	PIK3CA,PIK3R1,GATA3,RUNX1,AKT1,FOXA1,FOXA2,TGFBR2,CBFB,PTPN11
HALLMARK_G2M_CHECKPOINT%MSIGDB_C2%HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	0.00004866500056218085	0.00004866500056218085	+1	CTCF,CDKN1B,ATRX,POLQ,CCND1,BRCA2,SMC1A,RAD21,CDKN2C,EZH2
NUCLEOSOME ORGANIZATION%GOBP%GO:0034728	nucleosome organization	0.00004956350842242642	0.00004956350842242642	+1	ARID1A,PBRM1,CTCF,NPM1,SOX9,ATRX,HIST1H1C,SETD2,HIST1H2BD
WNT%IOB%WNT	Wnt	0.00004992442544564746	0.00004992442544564746	+1	APC,CTNNB1,MAP3K1,CDH1,MAP2K4,AKT1,CCND1,AXIN2
POSITIVE REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.00005133338264381285	0.00005133338264381285	+1	NOTCH1,STK11,EP300,SMAD4,ACVR1B,ACVR2A,SMAD2
COPPER HOMEOSTASIS%WIKIPATHWAYS_20190610%WP3286%HOMO SAPIENS	http://www.wikipathways.org/instance/WP3286_r93705	0.00005153556456630879	0.00005153556456630879	+1	TP53,PIK3CA,PTEN,APC,AKT1,CCND1
REGULATION OF CELLULAR RESPONSE TO OXIDATIVE STRESS%GOBP%GO:1900407	regulation of cellular response to oxidative stress	0.00005153556456630879	0.00005153556456630879	+1	FBXW7,NFE2L2,AKT1,HGF,TLR4,LRRK2
REGULATION OF INTRACELLULAR ESTROGEN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0033146	regulation of intracellular estrogen receptor signaling pathway	0.0000517770040747581	0.0000517770040747581	+1	RUNX1,CRIPAK,BRCA1,FOXA1,CBFB
FACTORS AND PATHWAYS AFFECTING INSULIN-LIKE GROWTH FACTOR (IGF1)-AKT SIGNALING%WIKIPATHWAYS_20190610%WP3850%HOMO SAPIENS	http://www.wikipathways.org/instance/WP3850_r88165	0.0000517770040747581	0.0000517770040747581	+1	PTEN,AKT1,PIK3CG,MTOR,SMAD2
BIOCARTA_EGF_PATHWAY%MSIGDB_C2%BIOCARTA_EGF_PATHWAY	BIOCARTA_EGF_PATHWAY	0.0000517770040747581	0.0000517770040747581	+1	PIK3CA,EGFR,PIK3R1,MAP3K1,MAP2K4
ANDROGEN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030521	androgen receptor signaling pathway	0.0000517770040747581	0.0000517770040747581	+1	ARID1A,RB1,CTNNB1,AR,BRCA1
WNT%NETPATH%WNT	Wnt	0.00005199744717249646	0.00005199744717249646	+1	APC,CTNNB1,MAP3K1,CDH1,MAP2K4,AKT1,CCND1,AXIN2
SIGNALING BY ERBB4%REACTOME%R-HSA-1236394.3	Signaling by ERBB4	0.000056500658930594954	0.000056500658930594954	+1	PIK3CA,KRAS,EGFR,PIK3R1,NRAS,NCOR1
IL6%NETPATH%IL6	IL6	0.00005871159884607065	0.00005871159884607065	+1	PIK3R1,RB1,MAP2K4,AKT1,AR,EP300,PTPN11
H19 ACTION RB-E2F1 SIGNALING AND CDK-BETA-CATENIN ACTIVITY%WIKIPATHWAYS_20190610%WP3969%HOMO SAPIENS	http://www.wikipathways.org/instance/WP3969_r97690	0.00005973313350404138	0.00005973313350404138	+1	RB1,CTNNB1,CDH1,CCND1
BIOCARTA_LONGEVITY_PATHWAY%MSIGDB_C2%BIOCARTA_LONGEVITY_PATHWAY	BIOCARTA_LONGEVITY_PATHWAY	0.00005973313350404138	0.00005973313350404138	+1	PIK3CA,PIK3R1,AKT1,PIK3CG
SIGNALING BY NTRK3 (TRKC)%REACTOME DATABASE ID RELEASE 69%9034015	Signaling by NTRK3 (TRKC)	0.00005973313350404138	0.00005973313350404138	+1	PIK3CA,KRAS,PIK3R1,NRAS
RESPONSE TO INDOLE-3-METHANOL%GOBP%GO:0071680	response to indole-3-methanol	0.00006016877613981724	0.00006016877613981724	+1	CTNNB1,CDH1,BRCA1
RUNX1 REGULATES TRANSCRIPTION OF GENES INVOLVED IN INTERLEUKIN SIGNALING%REACTOME%R-HSA-8939247.1	RUNX1 regulates transcription of genes involved in interleukin signaling	0.00006016877613981724	0.00006016877613981724	+1	RUNX1,CBFB,LIFR
CELLULAR RESPONSE TO INDOLE-3-METHANOL%GOBP%GO:0071681	cellular response to indole-3-methanol	0.00006016877613981724	0.00006016877613981724	+1	CTNNB1,CDH1,BRCA1
MET ACTIVATES PI3K AKT SIGNALING%REACTOME DATABASE ID RELEASE 69%8851907	MET activates PI3K AKT signaling	0.00006016877613981724	0.00006016877613981724	+1	PIK3CA,PIK3R1,HGF
INSULIN SIGNALING%WIKIPATHWAYS_20190610%WP481%HOMO SAPIENS	http://www.wikipathways.org/instance/WP481_r94171	0.00006065339141157404	0.00006065339141157404	+1	PIK3CA,PTEN,PIK3R1,MAP3K1,MAP2K4,AKT1,PIK3CG,MTOR,PTPN11
CELL FATE COMMITMENT%GOBP%GO:0045165	cell fate commitment	0.00006065339141157404	0.00006065339141157404	+1	APC,GATA3,SOX9,WT1,FGFR2,FOXA2,SOX17,SMAD2
S PHASE%REACTOME DATABASE ID RELEASE 69%69242	S Phase	0.00006065339141157404	0.00006065339141157404	+1	RB1,AKT1,STAG2,CDKN1B,CCND1,CDKN1A,SMC1A,SMC3,RAD21
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN CELL CYCLE ARREST%GOBP%GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	0.00006080782647440011	0.00006080782647440011	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CDKN1A
BLOOD VESSEL MORPHOGENESIS%GOBP%GO:0048514	blood vessel morphogenesis	0.00006186855415272769	0.00006186855415272769	+1	NF1,NOTCH1,CTNNB1,AKT1,WT1,PDGFRA,FGFR2,TGFBR2,SOX17,EGR3
SIGNAL TRANSDUCTION INVOLVED IN MITOTIC G1 DNA DAMAGE CHECKPOINT%GOBP%GO:0072431	signal transduction involved in mitotic G1 DNA damage checkpoint	0.00006590276136364972	0.00006590276136364972	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CDKN1A
EGF/EGFR SIGNALING PATHWAY%WIKIPATHWAYS_20190610%WP437%HOMO SAPIENS	http://www.wikipathways.org/instance/WP437_r79266	0.00006590276136364972	0.00006590276136364972	+1	PTEN,KRAS,EGFR,PIK3R1,MAP3K1,AKT1,BRAF,MTOR,PTPN11
INTRACELLULAR SIGNAL TRANSDUCTION INVOLVED IN G1 DNA DAMAGE CHECKPOINT%GOBP%GO:1902400	intracellular signal transduction involved in G1 DNA damage checkpoint	0.00006590276136364972	0.00006590276136364972	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CDKN1A
SIGNAL TRANSDUCTION INVOLVED IN MITOTIC CELL CYCLE CHECKPOINT%GOBP%GO:0072413	signal transduction involved in mitotic cell cycle checkpoint	0.00006590276136364972	0.00006590276136364972	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CDKN1A
BIOCARTA_PPARA_PATHWAY%MSIGDB_C2%BIOCARTA_PPARA_PATHWAY	BIOCARTA_PPARA_PATHWAY	0.00006590276136364972	0.00006590276136364972	+1	PIK3CA,PIK3R1,RB1,PIK3CG,EP300,NCOR1
SIGNAL TRANSDUCTION INVOLVED IN MITOTIC DNA DAMAGE CHECKPOINT%GOBP%GO:1902402	signal transduction involved in mitotic DNA damage checkpoint	0.00006590276136364972	0.00006590276136364972	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CDKN1A
PROTEIN LOCALIZATION TO CHROMOSOME%GOBP%GO:0034502	protein localization to chromosome	0.00006590276136364972	0.00006590276136364972	+1	RB1,CTCF,ATRX,BRCA2,ATR,RAD21
SIGNAL TRANSDUCTION INVOLVED IN MITOTIC DNA INTEGRITY CHECKPOINT%GOBP%GO:1902403	signal transduction involved in mitotic DNA integrity checkpoint	0.00006590276136364972	0.00006590276136364972	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CDKN1A
REGULATION OF UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:2000058	regulation of ubiquitin-dependent protein catabolic process	0.00006651789192576182	0.00006651789192576182	+1	PTEN,FBXW7,KEAP1,NFE2L2,CEBPA,LRRK2,TAF1,RPL5
SIGNALING EVENTS MEDIATED BY FOCAL ADHESION KINASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY FOCAL ADHESION KINASE	Signaling events mediated by focal adhesion kinase	0.00007245967565508938	0.00007245967565508938	+1	PIK3CA,PIK3R1,ARHGAP35,MAP2K4,BRAF,CCND1
SIGNALING BY FGFR IN DISEASE%REACTOME%R-HSA-1226099.4	Signaling by FGFR in disease	0.00007245967565508938	0.00007245967565508938	+1	PIK3CA,KRAS,PIK3R1,NRAS,FGFR2,FGFR3
DNA DOUBLE-STRAND BREAK REPAIR%REACTOME%R-HSA-5693532.3	DNA Double-Strand Break Repair	0.00007381869284618155	0.00007381869284618155	+1	TP53,BAP1,ATM,BRCA1,POLQ,CHEK2,BRCA2,ATR,HIST1H2BD
MITOTIC DNA DAMAGE CHECKPOINT%GOBP%GO:0044773	mitotic DNA damage checkpoint	0.00007381869284618155	0.00007381869284618155	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CCND1,CDKN1A
GAB1 SIGNALOSOME%REACTOME DATABASE ID RELEASE 69%180292	GAB1 signalosome	0.00007381869284618155	0.00007381869284618155	+1	PIK3CA,EGFR,PIK3R1,PTPN11
HYPOXIA RESPONSE VIA HIF ACTIVATION%PANTHER PATHWAY%P00030	Hypoxia response via HIF activation	0.00007381869284618155	0.00007381869284618155	+1	PTEN,VHL,AKT1,MTOR
MAMMARY GLAND DEVELOPMENT PATHWAY - EMBRYONIC DEVELOPMENT (STAGE 1 OF 4)%WIKIPATHWAYS_20190610%WP2813%HOMO SAPIENS	http://www.wikipathways.org/instance/WP2813_r102405	0.00007381869284618155	0.00007381869284618155	+1	CDH1,AKT1,ERBB4,CCND1
BIOCARTA_ACH_PATHWAY%MSIGDB_C2%BIOCARTA_ACH_PATHWAY	BIOCARTA_ACH_PATHWAY	0.00007381869284618155	0.00007381869284618155	+1	PIK3CA,PIK3R1,AKT1,PIK3CG
PID_IL2_PI3K_PATHWAY%MSIGDB_C2%PID_IL2_PI3K_PATHWAY	PID_IL2_PI3K_PATHWAY	0.00007565921145805505	0.00007565921145805505	+1	PIK3CA,PIK3R1,AKT1,MTOR,PTPN11
PID_ATM_PATHWAY%MSIGDB_C2%PID_ATM_PATHWAY	PID_ATM_PATHWAY	0.00007565921145805505	0.00007565921145805505	+1	ATM,BRCA1,CHEK2,SMC1A,SMC3
ATM PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATM PATHWAY	ATM pathway	0.00007565921145805505	0.00007565921145805505	+1	ATM,BRCA1,CHEK2,SMC1A,SMC3
NEGATIVE REGULATION OF MAPK CASCADE%GOBP%GO:0043409	negative regulation of MAPK cascade	0.00007708663138043617	0.00007708663138043617	+1	PTEN,NF1,TLR4,SMAD4,PPP2R1A,MAPK8IP1,MECOM,NCOR1
PID_FAK_PATHWAY%MSIGDB_C2%PID_FAK_PATHWAY	PID_FAK_PATHWAY	0.00007787477074310517	0.00007787477074310517	+1	PIK3CA,PIK3R1,ARHGAP35,MAP2K4,BRAF,CCND1
KITRECEPTOR%IOB%KITRECEPTOR	KitReceptor	0.00008428567767661327	0.00008428567767661327	+1	PIK3CA,PIK3R1,AKT1,MTOR,KIT,EP300,PTPN11
COREGULATION OF ANDROGEN RECEPTOR ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%COREGULATION OF ANDROGEN RECEPTOR ACTIVITY	Coregulation of Androgen receptor activity	0.0000851012795716786	0.0000851012795716786	+1	CDKN2A,CTNNB1,AKT1,AR,BRCA1,CCND1
NEUROTROPHIC FACTOR-MEDIATED TRK RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NEUROTROPHIC FACTOR-MEDIATED TRK RECEPTOR SIGNALING	Neurotrophic factor-mediated Trk receptor signaling	0.0000851012795716786	0.0000851012795716786	+1	PIK3CA,KRAS,PIK3R1,NRAS,CCND1,PTPN11
FC-EPSILON RECEPTOR I SIGNALING IN MAST CELLS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FC-EPSILON RECEPTOR I SIGNALING IN MAST CELLS	Fc-epsilon receptor I signaling in mast cells	0.0000851012795716786	0.0000851012795716786	+1	PIK3CA,PIK3R1,MAP3K1,MAP2K4,AKT1,PTPN11
TRANSCRIPTIONAL REGULATION BY THE AP-2 (TFAP2) FAMILY OF TRANSCRIPTION FACTORS%REACTOME DATABASE ID RELEASE 69%8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	0.00008593610476876364	0.00008593610476876364	+1	EGFR,NPM1,KIT,EP300,CDKN1A
REGULATION OF ORGAN GROWTH%GOBP%GO:0046620	regulation of organ growth	0.00008593610476876364	0.00008593610476876364	+1	PTEN,NOTCH1,WT1,ERBB4,FGFR2
REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050678	regulation of epithelial cell proliferation	0.00008717334607023524	0.00008717334607023524	+1	EGFR,NF1,GATA3,FBXW7,NRAS,AKT1,SOX9,FGFR2,BRCA2,EGR3
TGF-BETA SIGNALING PATHWAY%PANTHER PATHWAY%P00052	TGF-beta signaling pathway	0.00008881250018681492	0.00008881250018681492	+1	NRAS,EP300,SMAD4,TGFBR2,ACVR1B,ACVR2A,SMAD2
VEGFA-VEGFR2 PATHWAY%REACTOME%R-HSA-4420097.3	VEGFA-VEGFR2 Pathway	0.00008881250018681492	0.00008881250018681492	+1	PIK3CA,KRAS,PIK3R1,CTNNB1,NRAS,AKT1,MTOR
VEGF SIGNALING PATHWAY%PANTHER PATHWAY%P00056	VEGF signaling pathway	0.00009077086553392772	0.00009077086553392772	+1	PIK3CA,PIK3R1,NRAS,AKT1,BRAF,PIK3CG
